,rate.type,individual.ID,term,estimate,std.error,statistic,p.value,Temp.Cat,unique.ID,Temp.C,K,Ambient_Nutrient,Species,Chamber.Channel,Run,umol.cm2.hr,log.rate,Species.ID,Organism.ID
3746,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,28,P10_ND_28,28,301.15,Nutrient,Pad,10,6,50.27589253,3.937220711,P10_D,P10
3747,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,30,P10_ND_30,30,303.15,Nutrient,Pad,10,6,52.48644206,3.979428202,P10_D,P10
3748,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,32,P10_ND_32,32,305.15,Nutrient,Pad,10,6,56.12467794,4.045236211,P10_D,P10
3749,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,34,P10_ND_34,34,307.15,Nutrient,Pad,10,6,53.97117762,4.006809005,P10_D,P10
3750,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,36,P10_ND_36,36,309.15,Nutrient,Pad,10,6,56.13674172,4.045447372,P10_D,P10
3751,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,39,P10_ND_39,39,312.15,Nutrient,Pad,10,6,50.55799538,3.942707298,P10_D,P10
3752,Respiration,P10_ND,lnc,3.535517347,0.027447661,128.8094231,1.48E-14,42,P10_ND_42,42,315.15,Nutrient,Pad,10,6,20.14444977,3.051377449,P10_D,P10
3753,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,16,P10_ND_16,16,289.15,Nutrient,Pad,10,6,25.95782782,3.294273712,P10_D,P10
3754,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,20,P10_ND_20,20,293.15,Nutrient,Pad,10,6,32.19792257,3.502487301,P10_D,P10
3755,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,22,P10_ND_22,22,295.15,Nutrient,Pad,10,6,36.1017124,3.613663125,P10_D,P10
3756,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,24,P10_ND_24,24,297.15,Nutrient,Pad,10,6,41.73355824,3.754984519,P10_D,P10
3757,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,26,P10_ND_26,26,299.15,Nutrient,Pad,10,6,44.8119796,3.82454562,P10_D,P10
3758,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,28,P10_ND_28,28,301.15,Nutrient,Pad,10,6,50.27589253,3.937220711,P10_D,P10
3759,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,30,P10_ND_30,30,303.15,Nutrient,Pad,10,6,52.48644206,3.979428202,P10_D,P10
3760,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,32,P10_ND_32,32,305.15,Nutrient,Pad,10,6,56.12467794,4.045236211,P10_D,P10
3761,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,34,P10_ND_34,34,307.15,Nutrient,Pad,10,6,53.97117762,4.006809005,P10_D,P10
3762,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,36,P10_ND_36,36,309.15,Nutrient,Pad,10,6,56.13674172,4.045447372,P10_D,P10
3763,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,39,P10_ND_39,39,312.15,Nutrient,Pad,10,6,50.55799538,3.942707298,P10_D,P10
3764,Respiration,P10_ND,E,0.329509842,0.028066773,11.74021132,2.53E-06,42,P10_ND_42,42,315.15,Nutrient,Pad,10,6,20.14444977,3.051377449,P10_D,P10
3765,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,16,P10_ND_16,16,289.15,Nutrient,Pad,10,6,25.95782782,3.294273712,P10_D,P10
3766,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,20,P10_ND_20,20,293.15,Nutrient,Pad,10,6,32.19792257,3.502487301,P10_D,P10
3767,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,22,P10_ND_22,22,295.15,Nutrient,Pad,10,6,36.1017124,3.613663125,P10_D,P10
3768,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,24,P10_ND_24,24,297.15,Nutrient,Pad,10,6,41.73355824,3.754984519,P10_D,P10
3769,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,26,P10_ND_26,26,299.15,Nutrient,Pad,10,6,44.8119796,3.82454562,P10_D,P10
3770,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,28,P10_ND_28,28,301.15,Nutrient,Pad,10,6,50.27589253,3.937220711,P10_D,P10
3771,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,30,P10_ND_30,30,303.15,Nutrient,Pad,10,6,52.48644206,3.979428202,P10_D,P10
3772,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,32,P10_ND_32,32,305.15,Nutrient,Pad,10,6,56.12467794,4.045236211,P10_D,P10
3773,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,34,P10_ND_34,34,307.15,Nutrient,Pad,10,6,53.97117762,4.006809005,P10_D,P10
3774,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,36,P10_ND_36,36,309.15,Nutrient,Pad,10,6,56.13674172,4.045447372,P10_D,P10
3775,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,39,P10_ND_39,39,312.15,Nutrient,Pad,10,6,50.55799538,3.942707298,P10_D,P10
3776,Respiration,P10_ND,Eh,4.839516896,0.569644092,8.495685225,2.83E-05,42,P10_ND_42,42,315.15,Nutrient,Pad,10,6,20.14444977,3.051377449,P10_D,P10
3777,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,16,P10_ND_16,16,289.15,Nutrient,Pad,10,6,25.95782782,3.294273712,P10_D,P10
3778,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,20,P10_ND_20,20,293.15,Nutrient,Pad,10,6,32.19792257,3.502487301,P10_D,P10
3779,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,22,P10_ND_22,22,295.15,Nutrient,Pad,10,6,36.1017124,3.613663125,P10_D,P10
3780,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,24,P10_ND_24,24,297.15,Nutrient,Pad,10,6,41.73355824,3.754984519,P10_D,P10
3781,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,26,P10_ND_26,26,299.15,Nutrient,Pad,10,6,44.8119796,3.82454562,P10_D,P10
3782,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,28,P10_ND_28,28,301.15,Nutrient,Pad,10,6,50.27589253,3.937220711,P10_D,P10
3783,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,30,P10_ND_30,30,303.15,Nutrient,Pad,10,6,52.48644206,3.979428202,P10_D,P10
3784,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,32,P10_ND_32,32,305.15,Nutrient,Pad,10,6,56.12467794,4.045236211,P10_D,P10
3785,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,34,P10_ND_34,34,307.15,Nutrient,Pad,10,6,53.97117762,4.006809005,P10_D,P10
3786,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,36,P10_ND_36,36,309.15,Nutrient,Pad,10,6,56.13674172,4.045447372,P10_D,P10
3787,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,39,P10_ND_39,39,312.15,Nutrient,Pad,10,6,50.55799538,3.942707298,P10_D,P10
3788,Respiration,P10_ND,Th,313.2488627,0.315564562,992.6617272,1.19E-21,42,P10_ND_42,42,315.15,Nutrient,Pad,10,6,20.14444977,3.051377449,P10_D,P10
3789,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,16,P10_NL_16,16,289.15,Nutrient,Pad,10,3,169.4986279,5.138727249,P10_L,P10
3790,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,20,P10_NL_20,20,293.15,Nutrient,Pad,10,3,205.4993958,5.330297486,P10_L,P10
3791,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,22,P10_NL_22,22,295.15,Nutrient,Pad,10,3,259.6746086,5.563272919,P10_L,P10
3792,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,24,P10_NL_24,24,297.15,Nutrient,Pad,10,3,298.9688631,5.70367868,P10_L,P10
3793,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,26,P10_NL_26,26,299.15,Nutrient,Pad,10,3,296.9152718,5.696809123,P10_L,P10
3794,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,28,P10_NL_28,28,301.15,Nutrient,Pad,10,3,253.197488,5.538111477,P10_L,P10
3795,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,30,P10_NL_30,30,303.15,Nutrient,Pad,10,3,257.9172976,5.556508696,P10_L,P10
3796,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,32,P10_NL_32,32,305.15,Nutrient,Pad,10,3,245.4215333,5.507043619,P10_L,P10
3797,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,34,P10_NL_34,34,307.15,Nutrient,Pad,10,3,203.2512446,5.319350827,P10_L,P10
3798,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,36,P10_NL_36,36,309.15,Nutrient,Pad,10,3,129.5627735,4.871854134,P10_L,P10
3799,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,39,P10_NL_39,39,312.15,Nutrient,Pad,10,3,-34.76328022,0,P10_L,P10
3800,Net Photosynthesis,P10_NL,lnc,5.380884204,0.347293422,15.49376943,3.00E-07,42,P10_NL_42,42,315.15,Nutrient,Pad,10,3,-51.93884707,0,P10_L,P10
3801,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,16,P10_NL_16,16,289.15,Nutrient,Pad,10,3,169.4986279,5.138727249,P10_L,P10
3802,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,20,P10_NL_20,20,293.15,Nutrient,Pad,10,3,205.4993958,5.330297486,P10_L,P10
3803,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,22,P10_NL_22,22,295.15,Nutrient,Pad,10,3,259.6746086,5.563272919,P10_L,P10
3804,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,24,P10_NL_24,24,297.15,Nutrient,Pad,10,3,298.9688631,5.70367868,P10_L,P10
3805,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,26,P10_NL_26,26,299.15,Nutrient,Pad,10,3,296.9152718,5.696809123,P10_L,P10
3806,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,28,P10_NL_28,28,301.15,Nutrient,Pad,10,3,253.197488,5.538111477,P10_L,P10
3807,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,30,P10_NL_30,30,303.15,Nutrient,Pad,10,3,257.9172976,5.556508696,P10_L,P10
3808,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,32,P10_NL_32,32,305.15,Nutrient,Pad,10,3,245.4215333,5.507043619,P10_L,P10
3809,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,34,P10_NL_34,34,307.15,Nutrient,Pad,10,3,203.2512446,5.319350827,P10_L,P10
3810,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,36,P10_NL_36,36,309.15,Nutrient,Pad,10,3,129.5627735,4.871854134,P10_L,P10
3811,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,39,P10_NL_39,39,312.15,Nutrient,Pad,10,3,-34.76328022,0,P10_L,P10
3812,Net Photosynthesis,P10_NL,E,0.291515349,0.418425388,0.696696131,0.505728895,42,P10_NL_42,42,315.15,Nutrient,Pad,10,3,-51.93884707,0,P10_L,P10
3813,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,16,P10_NL_16,16,289.15,Nutrient,Pad,10,3,169.4986279,5.138727249,P10_L,P10
3814,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,20,P10_NL_20,20,293.15,Nutrient,Pad,10,3,205.4993958,5.330297486,P10_L,P10
3815,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,22,P10_NL_22,22,295.15,Nutrient,Pad,10,3,259.6746086,5.563272919,P10_L,P10
3816,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,24,P10_NL_24,24,297.15,Nutrient,Pad,10,3,298.9688631,5.70367868,P10_L,P10
3817,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,26,P10_NL_26,26,299.15,Nutrient,Pad,10,3,296.9152718,5.696809123,P10_L,P10
3818,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,28,P10_NL_28,28,301.15,Nutrient,Pad,10,3,253.197488,5.538111477,P10_L,P10
3819,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,30,P10_NL_30,30,303.15,Nutrient,Pad,10,3,257.9172976,5.556508696,P10_L,P10
3820,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,32,P10_NL_32,32,305.15,Nutrient,Pad,10,3,245.4215333,5.507043619,P10_L,P10
3821,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,34,P10_NL_34,34,307.15,Nutrient,Pad,10,3,203.2512446,5.319350827,P10_L,P10
3822,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,36,P10_NL_36,36,309.15,Nutrient,Pad,10,3,129.5627735,4.871854134,P10_L,P10
3823,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,39,P10_NL_39,39,312.15,Nutrient,Pad,10,3,-34.76328022,0,P10_L,P10
3824,Net Photosynthesis,P10_NL,Eh,7.240210827,1.290315578,5.611193843,0.000503632,42,P10_NL_42,42,315.15,Nutrient,Pad,10,3,-51.93884707,0,P10_L,P10
3825,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,16,P10_NL_16,16,289.15,Nutrient,Pad,10,3,169.4986279,5.138727249,P10_L,P10
3826,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,20,P10_NL_20,20,293.15,Nutrient,Pad,10,3,205.4993958,5.330297486,P10_L,P10
3827,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,22,P10_NL_22,22,295.15,Nutrient,Pad,10,3,259.6746086,5.563272919,P10_L,P10
3828,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,24,P10_NL_24,24,297.15,Nutrient,Pad,10,3,298.9688631,5.70367868,P10_L,P10
3829,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,26,P10_NL_26,26,299.15,Nutrient,Pad,10,3,296.9152718,5.696809123,P10_L,P10
3830,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,28,P10_NL_28,28,301.15,Nutrient,Pad,10,3,253.197488,5.538111477,P10_L,P10
3831,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,30,P10_NL_30,30,303.15,Nutrient,Pad,10,3,257.9172976,5.556508696,P10_L,P10
3832,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,32,P10_NL_32,32,305.15,Nutrient,Pad,10,3,245.4215333,5.507043619,P10_L,P10
3833,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,34,P10_NL_34,34,307.15,Nutrient,Pad,10,3,203.2512446,5.319350827,P10_L,P10
3834,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,36,P10_NL_36,36,309.15,Nutrient,Pad,10,3,129.5627735,4.871854134,P10_L,P10
3835,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,39,P10_NL_39,39,312.15,Nutrient,Pad,10,3,-34.76328022,0,P10_L,P10
3836,Net Photosynthesis,P10_NL,Th,307.0908375,1.462918248,209.9166088,2.97E-16,42,P10_NL_42,42,315.15,Nutrient,Pad,10,3,-51.93884707,0,P10_L,P10
3837,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,16,P2_AD_16,16,289.15,Ambient,Pad,2,16,28.63780234,3.389050653,P2_D,P2
3838,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,20,P2_AD_20,20,293.15,Ambient,Pad,2,16,36.5256591,3.625024942,P2_D,P2
3839,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,22,P2_AD_22,22,295.15,Ambient,Pad,2,16,37.61026398,3.653518147,P2_D,P2
3840,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,24,P2_AD_24,24,297.15,Ambient,Pad,2,16,35.97012603,3.610110182,P2_D,P2
3841,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,26,P2_AD_26,26,299.15,Ambient,Pad,2,16,31.47852974,3.480579248,P2_D,P2
3842,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,28,P2_AD_28,28,301.15,Ambient,Pad,2,16,27.69874173,3.35685328,P2_D,P2
3843,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,30,P2_AD_30,30,303.15,Ambient,Pad,2,16,44.68550294,3.821781025,P2_D,P2
3844,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,32,P2_AD_32,32,305.15,Ambient,Pad,2,16,50.53358972,3.942233823,P2_D,P2
3845,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,34,P2_AD_34,34,307.15,Ambient,Pad,2,16,50.80544863,3.94749533,P2_D,P2
3846,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,36,P2_AD_36,36,309.15,Ambient,Pad,2,16,50.34003124,3.938470784,P2_D,P2
3847,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,39,P2_AD_39,39,312.15,Ambient,Pad,2,16,57.12488114,4.062593819,P2_D,P2
3848,Respiration,P2_AD,lnc,3.498115846,0.076575418,45.68196872,5.82E-11,42,P2_AD_42,42,315.15,Ambient,Pad,2,16,45.55302681,3.840592024,P2_D,P2
3849,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,16,P2_AD_16,16,289.15,Ambient,Pad,2,16,28.63780234,3.389050653,P2_D,P2
3850,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,20,P2_AD_20,20,293.15,Ambient,Pad,2,16,36.5256591,3.625024942,P2_D,P2
3851,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,22,P2_AD_22,22,295.15,Ambient,Pad,2,16,37.61026398,3.653518147,P2_D,P2
3852,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,24,P2_AD_24,24,297.15,Ambient,Pad,2,16,35.97012603,3.610110182,P2_D,P2
3853,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,26,P2_AD_26,26,299.15,Ambient,Pad,2,16,31.47852974,3.480579248,P2_D,P2
3854,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,28,P2_AD_28,28,301.15,Ambient,Pad,2,16,27.69874173,3.35685328,P2_D,P2
3855,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,30,P2_AD_30,30,303.15,Ambient,Pad,2,16,44.68550294,3.821781025,P2_D,P2
3856,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,32,P2_AD_32,32,305.15,Ambient,Pad,2,16,50.53358972,3.942233823,P2_D,P2
3857,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,34,P2_AD_34,34,307.15,Ambient,Pad,2,16,50.80544863,3.94749533,P2_D,P2
3858,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,36,P2_AD_36,36,309.15,Ambient,Pad,2,16,50.34003124,3.938470784,P2_D,P2
3859,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,39,P2_AD_39,39,312.15,Ambient,Pad,2,16,57.12488114,4.062593819,P2_D,P2
3860,Respiration,P2_AD,E,0.214982122,0.065914104,3.261549663,0.011500601,42,P2_AD_42,42,315.15,Ambient,Pad,2,16,45.55302681,3.840592024,P2_D,P2
3861,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,16,P2_AD_16,16,289.15,Ambient,Pad,2,16,28.63780234,3.389050653,P2_D,P2
3862,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,20,P2_AD_20,20,293.15,Ambient,Pad,2,16,36.5256591,3.625024942,P2_D,P2
3863,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,22,P2_AD_22,22,295.15,Ambient,Pad,2,16,37.61026398,3.653518147,P2_D,P2
3864,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,24,P2_AD_24,24,297.15,Ambient,Pad,2,16,35.97012603,3.610110182,P2_D,P2
3865,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,26,P2_AD_26,26,299.15,Ambient,Pad,2,16,31.47852974,3.480579248,P2_D,P2
3866,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,28,P2_AD_28,28,301.15,Ambient,Pad,2,16,27.69874173,3.35685328,P2_D,P2
3867,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,30,P2_AD_30,30,303.15,Ambient,Pad,2,16,44.68550294,3.821781025,P2_D,P2
3868,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,32,P2_AD_32,32,305.15,Ambient,Pad,2,16,50.53358972,3.942233823,P2_D,P2
3869,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,34,P2_AD_34,34,307.15,Ambient,Pad,2,16,50.80544863,3.94749533,P2_D,P2
3870,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,36,P2_AD_36,36,309.15,Ambient,Pad,2,16,50.34003124,3.938470784,P2_D,P2
3871,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,39,P2_AD_39,39,312.15,Ambient,Pad,2,16,57.12488114,4.062593819,P2_D,P2
3872,Respiration,P2_AD,Eh,53.52009574,185694548.4,2.88E-07,0.999999777,42,P2_AD_42,42,315.15,Ambient,Pad,2,16,45.55302681,3.840592024,P2_D,P2
3873,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,16,P2_AD_16,16,289.15,Ambient,Pad,2,16,28.63780234,3.389050653,P2_D,P2
3874,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,20,P2_AD_20,20,293.15,Ambient,Pad,2,16,36.5256591,3.625024942,P2_D,P2
3875,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,22,P2_AD_22,22,295.15,Ambient,Pad,2,16,37.61026398,3.653518147,P2_D,P2
3876,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,24,P2_AD_24,24,297.15,Ambient,Pad,2,16,35.97012603,3.610110182,P2_D,P2
3877,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,26,P2_AD_26,26,299.15,Ambient,Pad,2,16,31.47852974,3.480579248,P2_D,P2
3878,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,28,P2_AD_28,28,301.15,Ambient,Pad,2,16,27.69874173,3.35685328,P2_D,P2
3879,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,30,P2_AD_30,30,303.15,Ambient,Pad,2,16,44.68550294,3.821781025,P2_D,P2
3880,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,32,P2_AD_32,32,305.15,Ambient,Pad,2,16,50.53358972,3.942233823,P2_D,P2
3881,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,34,P2_AD_34,34,307.15,Ambient,Pad,2,16,50.80544863,3.94749533,P2_D,P2
3882,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,36,P2_AD_36,36,309.15,Ambient,Pad,2,16,50.34003124,3.938470784,P2_D,P2
3883,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,39,P2_AD_39,39,312.15,Ambient,Pad,2,16,57.12488114,4.062593819,P2_D,P2
3884,Respiration,P2_AD,Th,315.3546718,710603.359,0.000443784,0.999656778,42,P2_AD_42,42,315.15,Ambient,Pad,2,16,45.55302681,3.840592024,P2_D,P2
3885,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,16,P2_AL_16,16,289.15,Ambient,Pad,2,13,166.7187608,5.122288534,P2_L,P2
3886,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,20,P2_AL_20,20,293.15,Ambient,Pad,2,13,188.7107469,5.245500527,P2_L,P2
3887,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,22,P2_AL_22,22,295.15,Ambient,Pad,2,13,191.6087716,5.260661041,P2_L,P2
3888,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,24,P2_AL_24,24,297.15,Ambient,Pad,2,13,201.1783375,5.309150167,P2_L,P2
3889,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,26,P2_AL_26,26,299.15,Ambient,Pad,2,13,208.8114518,5.346209279,P2_L,P2
3890,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,28,P2_AL_28,28,301.15,Ambient,Pad,2,13,209.1395363,5.347771769,P2_L,P2
3891,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,30,P2_AL_30,30,303.15,Ambient,Pad,2,13,173.1378369,5.159847152,P2_L,P2
3892,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,32,P2_AL_32,32,305.15,Ambient,Pad,2,13,167.4096172,5.126399209,P2_L,P2
3893,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,34,P2_AL_34,34,307.15,Ambient,Pad,2,13,134.4803815,4.908826844,P2_L,P2
3894,Net Photosynthesis,P2_AL,lnc,5.211670394,0.303934532,17.14734541,1.36E-07,36,P2_AL_36,36,309.15,Ambient,Pad,2,13,69.47253732,4.255223092,P2_L,P2
