,Temp.Cat,unique.ID,Temp.C,K,Ambient_Nutrient,Species,Chamber.Channel,Run,umol.cm2.hr,log.rate,rate.type,Condition,individual.ID,Species.ID,Organism.ID
416,34,G9_AL_34,34,307.15,Ambient,Grac,9,15,129.5138179,4.871479105,Net Photosynthesis,Net PhotosynthesisAmbient,G9_AL,G9_L,G9
417,36,G9_AL_36,36,309.15,Ambient,Grac,9,15,50.2013636,3.935766165,Net Photosynthesis,Net PhotosynthesisAmbient,G9_AL,G9_L,G9
418,39,G9_AL_39,39,312.15,Ambient,Grac,9,15,-61.09782327,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G9_AL,G9_L,G9
419,42,G9_AL_42,42,315.15,Ambient,Grac,9,15,-73.71029403,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,G9_AL,G9_L,G9
1271,16,G9_ND_16,16,289.15,Nutrient,Grac,9,2,32.17891451,3.501914569,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1272,20,G9_ND_20,20,293.15,Nutrient,Grac,9,2,41.80328636,3.756614884,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1273,22,G9_ND_22,22,295.15,Nutrient,Grac,9,2,40.97473382,3.737067862,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1274,24,G9_ND_24,24,297.15,Nutrient,Grac,9,2,41.32512218,3.745380815,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1275,26,G9_ND_26,26,299.15,Nutrient,Grac,9,2,43.9274709,3.805049432,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1276,28,G9_ND_28,28,301.15,Nutrient,Grac,9,2,46.58973257,3.862617036,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1277,30,G9_ND_30,30,303.15,Nutrient,Grac,9,2,40.34077802,3.721849374,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1278,32,G9_ND_32,32,305.15,Nutrient,Grac,9,2,40.65295267,3.729372259,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1279,34,G9_ND_34,34,307.15,Nutrient,Grac,9,2,42.52264437,3.773281363,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1280,36,G9_ND_36,36,309.15,Nutrient,Grac,9,2,59.39000112,4.100823547,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1281,39,G9_ND_39,39,312.15,Nutrient,Grac,9,2,87.55070172,4.483575289,Respiration,RespirationNutrient,G9_ND,G9_D,G9
1282,42,G9_ND_42,42,315.15,Nutrient,Grac,9,2,48.41498784,3.900253776,Respiration,RespirationNutrient,G9_ND,G9_D,G9
420,16,G9_NL_16,16,289.15,Nutrient,Grac,9,5,107.7457324,4.689012427,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
421,20,G9_NL_20,20,293.15,Nutrient,Grac,9,5,167.7808953,5.128601396,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
422,22,G9_NL_22,22,295.15,Nutrient,Grac,9,5,179.0542543,5.193258218,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
423,24,G9_NL_24,24,297.15,Nutrient,Grac,9,5,197.0048869,5.288291712,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
424,26,G9_NL_26,26,299.15,Nutrient,Grac,9,5,174.4881526,5.167571534,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
425,28,G9_NL_28,28,301.15,Nutrient,Grac,9,5,183.3700064,5.216944643,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
426,30,G9_NL_30,30,303.15,Nutrient,Grac,9,5,151.0153547,5.023981534,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
427,32,G9_NL_32,32,305.15,Nutrient,Grac,9,5,127.3125958,4.854469441,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
428,34,G9_NL_34,34,307.15,Nutrient,Grac,9,5,108.7657498,4.698348548,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
429,36,G9_NL_36,36,309.15,Nutrient,Grac,9,5,-26.79137367,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
430,39,G9_NL_39,39,312.15,Nutrient,Grac,9,5,-61.0301214,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
431,42,G9_NL_42,42,315.15,Nutrient,Grac,9,5,-67.57623066,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,G9_NL,G9_L,G9
1283,16,P1_AD_16,16,289.15,Ambient,Pad,1,16,16.66945375,2.871837372,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1284,20,P1_AD_20,20,293.15,Ambient,Pad,1,16,25.47964019,3.276376143,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1285,22,P1_AD_22,22,295.15,Ambient,Pad,1,16,26.06806331,3.298354557,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1286,24,P1_AD_24,24,297.15,Ambient,Pad,1,16,26.53571197,3.315483779,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1287,26,P1_AD_26,26,299.15,Ambient,Pad,1,16,23.66628592,3.205437369,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1288,28,P1_AD_28,28,301.15,Ambient,Pad,1,16,22.6184011,3.162026116,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1289,30,P1_AD_30,30,303.15,Ambient,Pad,1,16,27.28658055,3.342387507,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1290,32,P1_AD_32,32,305.15,Ambient,Pad,1,16,27.37138371,3.345381021,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1291,34,P1_AD_34,34,307.15,Ambient,Pad,1,16,26.43901798,3.311966014,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1292,36,P1_AD_36,36,309.15,Ambient,Pad,1,16,27.58970762,3.35304678,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1293,39,P1_AD_39,39,312.15,Ambient,Pad,1,16,26.59674622,3.317697875,Respiration,RespirationAmbient,P1_AD,P1_D,P1
1294,42,P1_AD_42,42,315.15,Ambient,Pad,1,16,17.38804046,2.911700478,Respiration,RespirationAmbient,P1_AD,P1_D,P1
432,16,P1_AL_16,16,289.15,Ambient,Pad,1,13,220.3969464,5.399957228,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
433,20,P1_AL_20,20,293.15,Ambient,Pad,1,13,249.7153091,5.524318069,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
434,22,P1_AL_22,22,295.15,Ambient,Pad,1,13,242.3908969,5.49466878,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
435,24,P1_AL_24,24,297.15,Ambient,Pad,1,13,271.1949708,5.606518614,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
436,26,P1_AL_26,26,299.15,Ambient,Pad,1,13,301.1502051,5.710924262,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
437,28,P1_AL_28,28,301.15,Ambient,Pad,1,13,274.866105,5.619915621,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
438,30,P1_AL_30,30,303.15,Ambient,Pad,1,13,222.3553075,5.408763811,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
439,32,P1_AL_32,32,305.15,Ambient,Pad,1,13,197.1242041,5.288894127,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
440,34,P1_AL_34,34,307.15,Ambient,Pad,1,13,168.1034371,5.130510582,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
441,36,P1_AL_36,36,309.15,Ambient,Pad,1,13,97.38305441,4.588868578,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
442,39,P1_AL_39,39,312.15,Ambient,Pad,1,13,-19.36337642,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
443,42,P1_AL_42,42,315.15,Ambient,Pad,1,13,-35.26504258,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,P1_AL,P1_L,P1
1295,16,P1_ND_16,16,289.15,Nutrient,Pad,1,6,41.63785005,3.752742358,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1296,20,P1_ND_20,20,293.15,Nutrient,Pad,1,6,51.78541588,3.966234938,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1297,22,P1_ND_22,22,295.15,Nutrient,Pad,1,6,56.54065549,4.05249175,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1298,24,P1_ND_24,24,297.15,Nutrient,Pad,1,6,61.19137334,4.130216298,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1299,26,P1_ND_26,26,299.15,Nutrient,Pad,1,6,62.68494098,4.153948129,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1300,28,P1_ND_28,28,301.15,Nutrient,Pad,1,6,65.96411679,4.204156906,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1301,30,P1_ND_30,30,303.15,Nutrient,Pad,1,6,48.74155764,3.906840754,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1302,32,P1_ND_32,32,305.15,Nutrient,Pad,1,6,60.77115305,4.123436476,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1303,34,P1_ND_34,34,307.15,Nutrient,Pad,1,6,65.00781521,4.189773147,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1304,36,P1_ND_36,36,309.15,Nutrient,Pad,1,6,60.38279858,4.117129642,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1305,39,P1_ND_39,39,312.15,Nutrient,Pad,1,6,67.59191357,4.22817465,Respiration,RespirationNutrient,P1_ND,P1_D,P1
1306,42,P1_ND_42,42,315.15,Nutrient,Pad,1,6,20.81910488,3.082785957,Respiration,RespirationNutrient,P1_ND,P1_D,P1
444,16,P1_NL_16,16,289.15,Nutrient,Pad,1,3,188.9562945,5.246794017,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
445,20,P1_NL_20,20,293.15,Nutrient,Pad,1,3,200.5801397,5.306187018,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
446,22,P1_NL_22,22,295.15,Nutrient,Pad,1,3,314.9448743,5.75556775,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
447,24,P1_NL_24,24,297.15,Nutrient,Pad,1,3,322.4337742,5.778994376,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
448,26,P1_NL_26,26,299.15,Nutrient,Pad,1,3,328.4472351,5.797416205,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
449,28,P1_NL_28,28,301.15,Nutrient,Pad,1,3,335.7962815,5.819478242,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
450,30,P1_NL_30,30,303.15,Nutrient,Pad,1,3,348.5005868,5.856505241,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
451,32,P1_NL_32,32,305.15,Nutrient,Pad,1,3,311.5730766,5.744838287,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
452,34,P1_NL_34,34,307.15,Nutrient,Pad,1,3,259.2477869,5.561634204,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
453,36,P1_NL_36,36,309.15,Nutrient,Pad,1,3,120.7198256,4.801721892,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
454,39,P1_NL_39,39,312.15,Nutrient,Pad,1,3,-46.78598863,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
455,42,P1_NL_42,42,315.15,Nutrient,Pad,1,3,-79.31521954,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,P1_NL,P1_L,P1
1307,16,P10_AD_16,16,289.15,Ambient,Pad,10,16,23.23859061,3.187946016,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1308,20,P10_AD_20,20,293.15,Ambient,Pad,10,16,30.93577536,3.463726866,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1309,22,P10_AD_22,22,295.15,Ambient,Pad,10,16,31.46966109,3.480306148,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1310,24,P10_AD_24,24,297.15,Ambient,Pad,10,16,31.70049779,3.487390301,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1311,26,P10_AD_26,26,299.15,Ambient,Pad,10,16,26.66100795,3.320023766,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1312,28,P10_AD_28,28,301.15,Ambient,Pad,10,16,26.70941352,3.321772194,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1313,30,P10_AD_30,30,303.15,Ambient,Pad,10,16,33.87626141,3.551806409,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1314,32,P10_AD_32,32,305.15,Ambient,Pad,10,16,35.09652429,3.586196581,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1315,34,P10_AD_34,34,307.15,Ambient,Pad,10,16,32.84991742,3.52193656,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1316,36,P10_AD_36,36,309.15,Ambient,Pad,10,16,31.01102854,3.466080485,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1317,39,P10_AD_39,39,312.15,Ambient,Pad,10,16,27.31838697,3.34351131,Respiration,RespirationAmbient,P10_AD,P10_D,P10
1318,42,P10_AD_42,42,315.15,Ambient,Pad,10,16,11.99195838,2.56433058,Respiration,RespirationAmbient,P10_AD,P10_D,P10
456,16,P10_AL_16,16,289.15,Ambient,Pad,10,13,92.81859011,4.541363025,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
457,20,P10_AL_20,20,293.15,Ambient,Pad,10,13,106.0368949,4.673173587,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
458,22,P10_AL_22,22,295.15,Ambient,Pad,10,13,105.2571542,4.665862139,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
459,24,P10_AL_24,24,297.15,Ambient,Pad,10,13,118.4616588,4.782995473,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
460,26,P10_AL_26,26,299.15,Ambient,Pad,10,13,97.35288311,4.588561859,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
461,28,P10_AL_28,28,301.15,Ambient,Pad,10,13,98.17815676,4.596917796,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
462,30,P10_AL_30,30,303.15,Ambient,Pad,10,13,97.18226908,4.58682564,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
463,32,P10_AL_32,32,305.15,Ambient,Pad,10,13,80.12177147,4.395951377,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
464,34,P10_AL_34,34,307.15,Ambient,Pad,10,13,65.81164432,4.201877382,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
465,36,P10_AL_36,36,309.15,Ambient,Pad,10,13,44.16705795,3.810368015,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
466,39,P10_AL_39,39,312.15,Ambient,Pad,10,13,-19.41481164,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
467,42,P10_AL_42,42,315.15,Ambient,Pad,10,13,-5.151727859,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,P10_AL,P10_L,P10
1319,16,P10_ND_16,16,289.15,Nutrient,Pad,10,6,25.95782782,3.294273712,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1320,20,P10_ND_20,20,293.15,Nutrient,Pad,10,6,32.19792257,3.502487301,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1321,22,P10_ND_22,22,295.15,Nutrient,Pad,10,6,36.1017124,3.613663125,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1322,24,P10_ND_24,24,297.15,Nutrient,Pad,10,6,41.73355824,3.754984519,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1323,26,P10_ND_26,26,299.15,Nutrient,Pad,10,6,44.8119796,3.82454562,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1324,28,P10_ND_28,28,301.15,Nutrient,Pad,10,6,50.27589253,3.937220711,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1325,30,P10_ND_30,30,303.15,Nutrient,Pad,10,6,52.48644206,3.979428202,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1326,32,P10_ND_32,32,305.15,Nutrient,Pad,10,6,56.12467794,4.045236211,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1327,34,P10_ND_34,34,307.15,Nutrient,Pad,10,6,53.97117762,4.006809005,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1328,36,P10_ND_36,36,309.15,Nutrient,Pad,10,6,56.13674172,4.045447372,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1329,39,P10_ND_39,39,312.15,Nutrient,Pad,10,6,50.55799538,3.942707298,Respiration,RespirationNutrient,P10_ND,P10_D,P10
1330,42,P10_ND_42,42,315.15,Nutrient,Pad,10,6,20.14444977,3.051377449,Respiration,RespirationNutrient,P10_ND,P10_D,P10
468,16,P10_NL_16,16,289.15,Nutrient,Pad,10,3,169.4986279,5.138727249,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
469,20,P10_NL_20,20,293.15,Nutrient,Pad,10,3,205.4993958,5.330297486,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
470,22,P10_NL_22,22,295.15,Nutrient,Pad,10,3,259.6746086,5.563272919,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
471,24,P10_NL_24,24,297.15,Nutrient,Pad,10,3,298.9688631,5.70367868,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
472,26,P10_NL_26,26,299.15,Nutrient,Pad,10,3,296.9152718,5.696809123,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
473,28,P10_NL_28,28,301.15,Nutrient,Pad,10,3,253.197488,5.538111477,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
474,30,P10_NL_30,30,303.15,Nutrient,Pad,10,3,257.9172976,5.556508696,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
475,32,P10_NL_32,32,305.15,Nutrient,Pad,10,3,245.4215333,5.507043619,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
476,34,P10_NL_34,34,307.15,Nutrient,Pad,10,3,203.2512446,5.319350827,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
477,36,P10_NL_36,36,309.15,Nutrient,Pad,10,3,129.5627735,4.871854134,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
478,39,P10_NL_39,39,312.15,Nutrient,Pad,10,3,-34.76328022,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
479,42,P10_NL_42,42,315.15,Nutrient,Pad,10,3,-51.93884707,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,P10_NL,P10_L,P10
1331,16,P2_AD_16,16,289.15,Ambient,Pad,2,16,28.63780234,3.389050653,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1332,20,P2_AD_20,20,293.15,Ambient,Pad,2,16,36.5256591,3.625024942,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1333,22,P2_AD_22,22,295.15,Ambient,Pad,2,16,37.61026398,3.653518147,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1334,24,P2_AD_24,24,297.15,Ambient,Pad,2,16,35.97012603,3.610110182,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1335,26,P2_AD_26,26,299.15,Ambient,Pad,2,16,31.47852974,3.480579248,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1336,28,P2_AD_28,28,301.15,Ambient,Pad,2,16,27.69874173,3.35685328,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1337,30,P2_AD_30,30,303.15,Ambient,Pad,2,16,44.68550294,3.821781025,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1338,32,P2_AD_32,32,305.15,Ambient,Pad,2,16,50.53358972,3.942233823,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1339,34,P2_AD_34,34,307.15,Ambient,Pad,2,16,50.80544863,3.94749533,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1340,36,P2_AD_36,36,309.15,Ambient,Pad,2,16,50.34003124,3.938470784,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1341,39,P2_AD_39,39,312.15,Ambient,Pad,2,16,57.12488114,4.062593819,Respiration,RespirationAmbient,P2_AD,P2_D,P2
1342,42,P2_AD_42,42,315.15,Ambient,Pad,2,16,45.55302681,3.840592024,Respiration,RespirationAmbient,P2_AD,P2_D,P2
480,16,P2_AL_16,16,289.15,Ambient,Pad,2,13,166.7187608,5.122288534,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
481,20,P2_AL_20,20,293.15,Ambient,Pad,2,13,188.7107469,5.245500527,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
482,22,P2_AL_22,22,295.15,Ambient,Pad,2,13,191.6087716,5.260661041,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
483,24,P2_AL_24,24,297.15,Ambient,Pad,2,13,201.1783375,5.309150167,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
484,26,P2_AL_26,26,299.15,Ambient,Pad,2,13,208.8114518,5.346209279,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
485,28,P2_AL_28,28,301.15,Ambient,Pad,2,13,209.1395363,5.347771769,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
486,30,P2_AL_30,30,303.15,Ambient,Pad,2,13,173.1378369,5.159847152,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
487,32,P2_AL_32,32,305.15,Ambient,Pad,2,13,167.4096172,5.126399209,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
488,34,P2_AL_34,34,307.15,Ambient,Pad,2,13,134.4803815,4.908826844,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
489,36,P2_AL_36,36,309.15,Ambient,Pad,2,13,69.47253732,4.255223092,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
490,39,P2_AL_39,39,312.15,Ambient,Pad,2,13,-29.31543074,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
491,42,P2_AL_42,42,315.15,Ambient,Pad,2,13,-12.63746878,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,P2_AL,P2_L,P2
492,16,P2_NL_16,16,289.15,Nutrient,Pad,2,3,184.488604,5.222993446,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
493,20,P2_NL_20,20,293.15,Nutrient,Pad,2,3,209.9503175,5.351622644,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
494,22,P2_NL_22,22,295.15,Nutrient,Pad,2,3,286.3414225,5.660671134,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
495,24,P2_NL_24,24,297.15,Nutrient,Pad,2,3,326.9466199,5.792850851,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
496,26,P2_NL_26,26,299.15,Nutrient,Pad,2,3,332.8267563,5.810622165,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
497,28,P2_NL_28,28,301.15,Nutrient,Pad,2,3,346.1561661,5.849774725,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
498,30,P2_NL_30,30,303.15,Nutrient,Pad,2,3,336.2460137,5.820812675,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
499,32,P2_NL_32,32,305.15,Nutrient,Pad,2,3,278.6871595,5.633671691,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
500,34,P2_NL_34,34,307.15,Nutrient,Pad,2,3,272.3748353,5.610843877,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
501,36,P2_NL_36,36,309.15,Nutrient,Pad,2,3,167.2805441,5.125632492,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
502,39,P2_NL_39,39,312.15,Nutrient,Pad,2,3,2.048599517,1.11468231,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
503,42,P2_NL_42,42,315.15,Nutrient,Pad,2,3,-75.54638103,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,P2_NL,P2_L,P2
1343,16,P3_AD_16,16,289.15,Ambient,Pad,3,16,25.06232155,3.260490653,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1344,20,P3_AD_20,20,293.15,Ambient,Pad,3,16,34.41614694,3.567167844,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1345,22,P3_AD_22,22,295.15,Ambient,Pad,3,16,35.11751006,3.586777791,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1346,24,P3_AD_24,24,297.15,Ambient,Pad,3,16,35.72736324,3.60352207,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1347,26,P3_AD_26,26,299.15,Ambient,Pad,3,16,31.6453197,3.485701498,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1348,28,P3_AD_28,28,301.15,Ambient,Pad,3,16,30.91241083,3.462994988,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1349,30,P3_AD_30,30,303.15,Ambient,Pad,3,16,38.9339596,3.68722708,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1350,32,P3_AD_32,32,305.15,Ambient,Pad,3,16,43.26678671,3.79023466,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1351,34,P3_AD_34,34,307.15,Ambient,Pad,3,16,42.99182159,3.784003744,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1352,36,P3_AD_36,36,309.15,Ambient,Pad,3,16,46.02897727,3.850763949,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1353,39,P3_AD_39,39,312.15,Ambient,Pad,3,16,39.53180132,3.702086884,Respiration,RespirationAmbient,P3_AD,P3_D,P3
1354,42,P3_AD_42,42,315.15,Ambient,Pad,3,16,28.07506643,3.369880983,Respiration,RespirationAmbient,P3_AD,P3_D,P3
504,16,P3_AL_16,16,289.15,Ambient,Pad,3,13,113.7864843,4.743073744,Net Photosynthesis,Net PhotosynthesisAmbient,P3_AL,P3_L,P3
505,20,P3_AL_20,20,293.15,Ambient,Pad,3,13,127.3236058,4.854555244,Net Photosynthesis,Net PhotosynthesisAmbient,P3_AL,P3_L,P3
506,22,P3_AL_22,22,295.15,Ambient,Pad,3,13,127.2229923,4.853770876,Net Photosynthesis,Net PhotosynthesisAmbient,P3_AL,P3_L,P3
507,24,P3_AL_24,24,297.15,Ambient,Pad,3,13,151.8466034,5.029434826,Net Photosynthesis,Net PhotosynthesisAmbient,P3_AL,P3_L,P3
508,26,P3_AL_26,26,299.15,Ambient,Pad,3,13,155.6370489,5.053931339,Net Photosynthesis,Net PhotosynthesisAmbient,P3_AL,P3_L,P3
509,28,P3_AL_28,28,301.15,Ambient,Pad,3,13,155.1695034,5.050941978,Net Photosynthesis,Net PhotosynthesisAmbient,P3_AL,P3_L,P3
