"","X","ID","Intercept","umol.L.sec","Temp.C","Date","Chamber.Channel","Run","Species","Temp.Cat","Start.time","Stop.Time","Ambient_Nutrient","Light_Dark","Organism.ID","Dry.weight","Blank","Volume","umol.sec"
"1107",1107,"P3_AD_24C",236.973461862348,-0.0237669905533063,23.7179761904762,"7/12/22",3,16,"Pad",24,2023-02-25 12:25:21,2023-02-25 12:36:00,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0139036894736842
"1108",1108,"P3_AD_26C",226.42482550972,-0.0252786227523071,25.7560833333333,"7/12/22",3,16,"Pad",26,2023-02-25 13:04:01,2023-02-25 13:16:04,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0147879943100997
"1109",1109,"P3_AD_28C",218.904602358176,-0.0260646496106786,27.7353863636364,"7/12/22",3,16,"Pad",28,2023-02-25 13:45:53,2023-02-25 13:57:00,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.015247820022247
"1110",1110,"P3_AD_30C",199.877451714873,-0.0266143511932987,29.8091041666667,"7/12/22",3,16,"Pad",30,2023-02-25 14:23:35,2023-02-25 14:35:43,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0155693954480797
"1111",1111,"P3_AD_32C",179.42317562826,-0.0288996680891417,32.0629607843137,"7/12/22",3,16,"Pad",32,2023-02-25 15:03:38,2023-02-25 15:16:31,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0169063058321479
"1112",1112,"P3_AD_34C",160.904098016807,-0.0307874765906363,33.7114107142857,"7/12/22",3,16,"Pad",34,2023-02-25 15:50:05,2023-02-25 16:04:17,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0180106738055222
"1113",1113,"P3_AD_36C",150.047167458067,-0.030086859519758,36.0068,"7/12/22",3,16,"Pad",36,2023-02-25 16:46:28,2023-02-25 17:02:49,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0176008128190584
"1114",1114,"P3_AD_39C",114.282802197802,-0.0306263736263736,38.724,"7/12/22",3,16,"Pad",39,2023-02-25 18:11:07,2023-02-25 18:16:07,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0179164285714286
"1115",1115,"P3_AD_42C",114.168046518583,-0.0246681402049824,41.9543606557377,"7/12/22",3,16,"Pad",42,2023-02-25 19:07:12,2023-02-25 19:22:45,"Ambient","Dark","P3_AD",1.226,"0",0.585,-0.0144308620199147
"1116",1116,"P3_AL_16C",286.706596546982,0.0685722841864018,15.9042459016393,"6/24/22",3,13,"Pad",16,2023-02-25 12:22:25,2023-02-25 12:37:42,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0442291233002292
"1117",1117,"P3_AL_20C",250.83162628617,0.0748561813624972,20.02305,"6/24/22",3,13,"Pad",20,2023-02-25 13:23:33,2023-02-25 13:38:36,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0482822369788107
"1118",1118,"P3_AL_22C",241.970633886518,0.0743682471945631,22.015880952381,"6/24/22",3,13,"Pad",22,2023-02-25 14:02:25,2023-02-25 14:13:05,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0479675194404932
"1119",1119,"P3_AL_24C",218.406510639456,0.0885505850340136,23.8466153846154,"6/24/22",3,13,"Pad",24,2023-02-25 14:34:49,2023-02-25 14:51:09,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0571151273469388
"1120",1120,"P3_AL_26C",269.440365591398,0.0895295698924732,26.0224871794872,"6/24/22",3,13,"Pad",26,2023-02-25 15:20:27,2023-02-25 15:30:20,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0577465725806452
"1121",1121,"P3_AL_28C",223.028722208849,0.0883872123135281,27.968914893617,"6/24/22",3,13,"Pad",28,2023-02-25 15:52:56,2023-02-25 16:04:53,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0570097519422256
"1122",1122,"P3_AL_30C",204.698563505611,0.07332317053896,29.95108,"6/24/22",3,13,"Pad",30,2023-02-25 16:25:40,2023-02-25 16:38:15,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0472934449976292
"1123",1123,"P3_AL_32C",209.429819951063,0.0602190099755319,31.9003928571429,"6/24/22",3,13,"Pad",32,2023-02-25 17:09:34,2023-02-25 17:16:41,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0388412614342181
"1124",1124,"P3_AL_34C",163.757258562368,0.0454063424947146,34.2026226415094,"6/24/22",3,13,"Pad",34,2023-02-25 17:30:11,2023-02-25 17:43:36,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0292870909090909
"1125",1125,"P3_AL_36C",153.57263394958,0.0197115049656227,35.9245208333333,"6/24/22",3,13,"Pad",36,2023-02-25 18:05:21,2023-02-25 18:17:35,"Ambient","Light","P3_AL",1.416,"0",0.645,0.0127139207028266
"1126",1126,"P3_AL_39C",120.070527134503,-0.0230709941520466,39.004696969697,"6/24/22",3,13,"Pad",39,2023-02-25 18:50:25,2023-02-25 18:58:44,"Ambient","Light","P3_AL",1.416,"0",0.645,-0.0148807912280701
"1127",1127,"P3_AL_42C",85.9620219269103,-0.0197591713259325,42.2416538461538,"6/24/22",3,13,"Pad",42,2023-02-25 19:16:56,2023-02-25 19:36:40,"Ambient","Light","P3_AL",1.416,"0",0.645,-0.0127446655052265
"1128",1128,"P3_ND_16C",238.014533862434,-0.0130894179894179,16.3514482758621,"6/16/22",3,6,"Pad",16,2023-02-25 09:28:55,2023-02-25 09:36:13,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.00815470740740735
"1129",1129,"P3_ND_20C",234.731832436419,-0.015903584177017,19.8821025641026,"6/16/22",3,6,"Pad",20,2023-02-25 10:22:00,2023-02-25 10:41:40,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.00990793294228159
"1130",1130,"P3_ND_22C",227.785134295787,-0.0164824713555438,21.8604444444444,"6/16/22",3,6,"Pad",22,2023-02-25 11:00:29,2023-02-25 11:16:17,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.0102685796545038
"1131",1131,"P3_ND_24C",218.95356095853,-0.0191846591530803,23.8108867924528,"6/16/22",3,6,"Pad",24,2023-02-25 11:34:33,2023-02-25 11:48:00,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.011952042652369
"1132",1132,"P3_ND_26C",213.977322557849,-0.0195386929330832,26.0307826086957,"6/16/22",3,6,"Pad",26,2023-02-25 12:15:54,2023-02-25 12:27:33,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.0121726056973108
"1133",1133,"P3_ND_28C",196.792130449849,-0.0207482350485335,27.9619761904762,"6/16/22",3,6,"Pad",28,2023-02-25 12:51:19,2023-02-25 13:12:22,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.0129261504352364
"1134",1134,"P3_ND_30C",193.340792697961,-0.0224818871503082,30.0399019607843,"6/16/22",3,6,"Pad",30,2023-02-25 13:36:06,2023-02-25 13:48:55,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.014006215694642
"1135",1135,"P3_ND_32C",182.143407269504,-0.0233598596978108,31.92766,"6/16/22",3,6,"Pad",32,2023-02-25 14:22:08,2023-02-25 14:34:47,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.0145531925917361
"1136",1136,"P3_ND_34C",156.826518714666,-0.0244568917095233,33.8221764705882,"6/16/22",3,6,"Pad",34,2023-02-25 15:00:01,2023-02-25 15:13:01,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.015236643535033
"1137",1137,"P3_ND_36C",134.603050549451,-0.025165934065934,35.7510666666667,"6/16/22",3,6,"Pad",36,2023-02-25 15:42:27,2023-02-25 15:46:25,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.0156783769230769
"1138",1138,"P3_ND_39C",104.903734247312,-0.0270967473118279,38.9659714285714,"6/16/22",3,6,"Pad",39,2023-02-25 16:24:06,2023-02-25 16:33:00,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.0168812735752688
"1139",1139,"P3_ND_42C",118.393184864865,-0.0153968768768769,41.8614558823529,"6/16/22",3,6,"Pad",42,2023-02-25 16:59:04,2023-02-25 17:16:08,"Nutrient","Dark","P3_ND",0.701,"0",0.623,-0.00959225429429431
"1140",1140,"P3_NL_16C",322.392393304348,0.0615882898550725,15.9645172413793,"6/13/22",3,3,"Pad",16,2023-02-25 09:38:15,2023-02-25 09:45:38,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0402171532753623
"1141",1141,"P3_NL_20C",226.504733204633,0.073413728013728,19.7665606060606,"6/13/22",3,3,"Pad",20,2023-02-25 10:03:59,2023-02-25 10:20:35,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0479391643929644
"1142",1142,"P3_NL_22C",214.9931471652,0.0838392717497556,22.0376346153846,"6/13/22",3,3,"Pad",22,2023-02-25 11:59:18,2023-02-25 12:12:32,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0547470444525904
"1143",1143,"P3_NL_24C",221.811442922824,0.0825679146141214,23.7546666666667,"6/13/22",3,3,"Pad",24,2023-02-25 12:36:40,2023-02-25 12:48:42,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0539168482430213
"1144",1144,"P3_NL_26C",194.709855778636,0.0928629257829257,25.654390625,"6/13/22",3,3,"Pad",26,2023-02-25 13:10:50,2023-02-25 13:27:05,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0606394905362505
"1145",1145,"P3_NL_28C",183.035139965157,0.081195574912892,27.94474,"6/13/22",3,3,"Pad",28,2023-02-25 13:43:13,2023-02-25 13:55:57,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0530207104181185
"1146",1146,"P3_NL_30C",164.410107444832,0.078692206736353,29.9448113207547,"6/13/22",3,3,"Pad",30,2023-02-25 14:17:02,2023-02-25 14:30:25,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0513860109988385
"1147",1147,"P3_NL_32C",156.245395669354,0.0761946578157105,31.8428490566038,"6/13/22",3,3,"Pad",32,2023-02-25 14:51:25,2023-02-25 15:04:46,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.049755111553659
"1148",1148,"P3_NL_34C",192.299160550725,0.0578752463768115,33.9052162162162,"6/13/22",3,3,"Pad",34,2023-02-25 15:43:00,2023-02-25 15:52:31,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0377925358840579
"1149",1149,"P3_NL_36C",171.687010013175,0.0302093544137021,35.69952,"6/13/22",3,3,"Pad",36,2023-02-25 16:29:45,2023-02-25 16:36:14,"Nutrient","Light","P3_NL",0.741,"0",0.653,0.0197267084321475
"1150",1150,"P3_NL_39C",121.900337634409,-0.0251158602150538,39.0729230769231,"6/13/22",3,3,"Pad",39,2023-02-25 17:24:23,2023-02-25 17:37:34,"Nutrient","Light","P3_NL",0.741,"0",0.653,-0.0164006567204301
"1151",1151,"P3_NL_42C",89.6813470355732,-0.032055533596838,41.7746551724138,"6/13/22",3,3,"Pad",42,2023-02-25 18:50:15,2023-02-25 18:57:36,"Nutrient","Light","P3_NL",0.741,"0",0.653,-0.0209322634387352
"1152",1152,"P4_AD_16C",221.612725457916,-0.0145109232480533,15.9209772727273,"7/12/22",4,16,"Pad",16,2023-02-25 10:17:45,2023-02-25 10:28:47,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.00812611701890985
"1153",1153,"P4_AD_20C",215.098304901961,-0.0186233065953656,19.7528571428571,"7/12/22",4,16,"Pad",20,2023-02-25 11:08:29,2023-02-25 11:20:50,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0104290516934047
"1154",1154,"P4_AD_22C",205.80530792396,-0.0201131187652925,21.7213913043478,"7/12/22",4,16,"Pad",22,2023-02-25 11:53:33,2023-02-25 11:59:24,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0112633465085638
"1155",1155,"P4_AD_24C",212.369046367347,-0.0228071836734694,23.7541428571429,"7/12/22",4,16,"Pad",24,2023-02-25 12:23:44,2023-02-25 12:36:02,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0127720228571429
"1156",1156,"P4_AD_26C",200.638417740775,-0.0240208860108952,25.7479347826087,"7/12/22",4,16,"Pad",26,2023-02-25 13:04:32,2023-02-25 13:16:07,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0134516961661013
"1157",1157,"P4_AD_28C",194.624525562751,-0.0247915201973481,27.7284468085106,"7/12/22",4,16,"Pad",28,2023-02-25 13:44:40,2023-02-25 13:56:36,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0138832513105149
"1158",1158,"P4_AD_30C",172.270652813853,-0.0234269527573874,29.7121923076923,"7/12/22",4,16,"Pad",30,2023-02-25 14:29:03,2023-02-25 14:35:41,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0131190935441369
"1159",1159,"P4_AD_32C",161.331097542214,-0.024219305816135,31.9640392156863,"7/12/22",4,16,"Pad",32,2023-02-25 15:03:40,2023-02-25 15:16:33,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0135628112570356
"1160",1160,"P4_AD_34C",136.479155354862,-0.0253170954205436,33.555064516129,"7/12/22",4,16,"Pad",34,2023-02-25 15:56:27,2023-02-25 16:04:19,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0141775734355044
"1161",1161,"P4_AD_36C",127.891278961039,-0.0242001731601731,35.6265217391304,"7/12/22",4,16,"Pad",36,2023-02-25 16:56:51,2023-02-25 17:02:52,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0135520969696969
"1162",1162,"P4_AD_39C",107.474875204678,-0.0279769590643273,38.7564642857143,"7/12/22",4,16,"Pad",39,2023-02-25 18:09:05,2023-02-25 18:16:09,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0156670970760233
"1163",1163,"P4_AD_42C",92.238376992377,-0.0222555348871138,41.9764489795918,"7/12/22",4,16,"Pad",42,2023-02-25 19:10:25,2023-02-25 19:22:48,"Ambient","Dark","P4_AD",1.574,"0",0.56,-0.0124630995367837
"1164",1164,"P4_AL_16C",263.672129430737,0.0710084502499597,15.8610983606557,"6/24/22",4,13,"Pad",16,2023-02-25 12:22:27,2023-02-25 12:37:45,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0457294419609741
"1165",1165,"P4_AL_20C",232.92599662585,0.0814438843537415,20.3123666666667,"6/24/22",4,13,"Pad",20,2023-02-25 13:23:35,2023-02-25 13:38:39,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0524498615238095
"1166",1166,"P4_AL_22C",206.444321103368,0.0789663530778165,21.9439454545455,"6/24/22",4,13,"Pad",22,2023-02-25 13:59:20,2023-02-25 14:13:08,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0508543313821138
"1167",1167,"P4_AL_24C",223.436296824469,0.0891438534969803,23.8545692307692,"6/24/22",4,13,"Pad",24,2023-02-25 14:34:54,2023-02-25 14:51:11,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0574086416520553
"1168",1168,"P4_AL_26C",254.27470573975,0.100149722434428,26.0098974358974,"6/24/22",4,13,"Pad",26,2023-02-25 15:20:29,2023-02-25 15:30:23,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0644964212477716
"1169",1169,"P4_AL_28C",220.092416579738,0.0837692903429744,27.8120697674419,"6/24/22",4,13,"Pad",28,2023-02-25 15:53:56,2023-02-25 16:04:57,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0539474229808755
"1170",1170,"P4_AL_30C",185.546360474308,0.0766791392182696,30.0168,"6/24/22",4,13,"Pad",30,2023-02-25 16:25:42,2023-02-25 16:38:15,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0493813656565656
"1171",1171,"P4_AL_32C",189.858417843137,0.074751274509804,31.9013461538462,"6/24/22",4,13,"Pad",32,2023-02-25 17:10:05,2023-02-25 17:16:43,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0481398207843138
"1172",1172,"P4_AL_34C",141.117997237491,0.0484313037350246,33.8408679245283,"6/24/22",4,13,"Pad",34,2023-02-25 17:30:14,2023-02-25 17:43:40,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0311897596053558
"1173",1173,"P4_AL_36C",149.723897722567,0.0226217579521928,35.8589310344828,"6/24/22",4,13,"Pad",36,2023-02-25 18:10:17,2023-02-25 18:17:39,"Ambient","Light","P4_AL",1.497,"0",0.644,0.0145684121212122
"1174",1174,"P4_AL_39C",99.5665970760233,-0.0243690058479531,39.0241891891892,"6/24/22",4,13,"Pad",39,2023-02-25 18:49:09,2023-02-25 18:58:29,"Ambient","Light","P4_AL",1.497,"0",0.644,-0.0156936397660818
"1175",1175,"P4_AL_42C",77.2530956734693,-0.0208811836734694,42.0721025641026,"6/24/22",4,13,"Pad",42,2023-02-25 19:16:59,2023-02-25 19:36:45,"Ambient","Light","P4_AL",1.497,"0",0.644,-0.0134474822857143
"1176",1176,"P4_ND_16C",214.483840455841,-0.0136208791208792,16.3533793103448,"6/16/22",4,6,"Pad",16,2023-02-25 09:28:57,2023-02-25 09:36:14,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.00841770329670334
"1177",1177,"P4_ND_20C",212.279188961486,-0.0178411898549212,19.9974659090909,"6/16/22",4,6,"Pad",20,2023-02-25 10:19:29,2023-02-25 10:41:44,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0110258553303413
"1178",1178,"P4_ND_22C",199.063435285532,-0.0191829593139939,21.8414857142857,"6/16/22",4,6,"Pad",22,2023-02-25 11:07:32,2023-02-25 11:16:21,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0118550688560482
"1179",1179,"P4_ND_24C",195.901191496599,-0.0218241496598639,23.8902075471698,"6/16/22",4,6,"Pad",24,2023-02-25 11:34:35,2023-02-25 11:48:02,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0134873244897959
"1180",1180,"P4_ND_26C",190.782217989194,-0.0226524500822175,26.2610392156863,"6/16/22",4,6,"Pad",26,2023-02-25 12:14:43,2023-02-25 12:27:35,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0139992141508104
"1181",1181,"P4_ND_28C",166.802321126588,-0.0238434872922775,27.8736666666667,"6/16/22",4,6,"Pad",28,2023-02-25 13:00:20,2023-02-25 13:12:26,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0147352751466275
"1182",1182,"P4_ND_30C",170.434832552553,-0.0255467524667524,29.9487647058824,"6/16/22",4,6,"Pad",30,2023-02-25 13:36:09,2023-02-25 13:48:57,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.015787893024453
"1183",1183,"P4_ND_32C",158.99304309958,-0.0272966456795484,31.82274,"6/16/22",4,6,"Pad",32,2023-02-25 14:22:10,2023-02-25 14:34:50,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0168693270299609
"1184",1184,"P4_ND_34C",122.158838095238,-0.0298380952380946,33.814,"6/16/22",4,6,"Pad",34,2023-02-25 15:09:13,NA,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0184399428571425
"1185",1185,"P4_ND_36C",129.128263090511,-0.0276114685465792,35.8390769230769,"6/16/22",4,6,"Pad",36,2023-02-25 15:33:13,2023-02-25 15:46:27,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0170638875617859
"1186",1186,"P4_ND_39C",96.4450859697136,-0.028125378580551,38.981,"6/16/22",4,6,"Pad",39,2023-02-25 16:17:43,2023-02-25 16:29:28,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.0173814839627805
"1187",1187,"P4_ND_42C",97.048737025641,-0.00888164102564105,42.226,"6/16/22",4,6,"Pad",42,2023-02-25 17:05:54,2023-02-25 17:16:11,"Nutrient","Dark","P4_ND",0.886,"0",0.618,-0.00548885415384617
"1188",1188,"P4_NL_16C",291.43878017316,0.0610951515151512,15.95844,"6/13/22",4,3,"Pad",16,2023-02-25 09:39:23,2023-02-25 09:45:40,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0403227999999998
"1189",1189,"P4_NL_20C",201.586273080481,0.0829667437557817,19.8670909090909,"6/13/22",4,3,"Pad",20,2023-02-25 10:04:01,2023-02-25 10:20:37,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0547580508788159
"1190",1190,"P4_NL_22C",189.740571203618,0.110278256758146,22.0453076923077,"6/13/22",4,3,"Pad",22,2023-02-25 11:59:22,2023-02-25 12:12:35,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0727836494603764
"1191",1191,"P4_NL_24C",194.577054557391,0.114195469963891,23.872,"6/13/22",4,3,"Pad",24,2023-02-25 12:36:42,2023-02-25 12:50:19,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0753690101761681
"1192",1192,"P4_NL_26C",168.27934122449,0.113905714285714,25.6590625,"6/13/22",4,3,"Pad",26,2023-02-25 13:10:52,2023-02-25 13:27:07,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0751777714285712
"1193",1193,"P4_NL_28C",159.232801770191,0.0992318950529475,27.8898,"6/13/22",4,3,"Pad",28,2023-02-25 13:43:15,2023-02-25 13:55:59,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0654930507349454
"1194",1194,"P4_NL_30C",145.372044643834,0.0965316774264142,30.0913773584906,"6/13/22",4,3,"Pad",30,2023-02-25 14:17:06,2023-02-25 14:30:27,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0637109071014334
"1195",1195,"P4_NL_32C",134.108634601889,0.104241781376518,31.9217735849057,"6/13/22",4,3,"Pad",32,2023-02-25 14:51:28,2023-02-25 15:04:48,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0687995757085019
"1196",1196,"P4_NL_34C",171.071588643914,0.084789791603745,33.9408043478261,"6/13/22",4,3,"Pad",34,2023-02-25 15:41:02,2023-02-25 15:52:34,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0559612624584717
"1197",1197,"P4_NL_36C",141.658902301346,0.0396765993631495,35.8652884615385,"6/13/22",4,3,"Pad",36,2023-02-25 16:22:59,2023-02-25 16:36:17,"Nutrient","Light","P4_NL",0.92,"0",0.66,0.0261865555796787
"1198",1198,"P4_NL_39C",114.671243809524,-0.00391047619047606,38.6681111111111,"6/13/22",4,3,"Pad",39,2023-02-25 17:33:00,2023-02-25 17:37:36,"Nutrient","Light","P4_NL",0.92,"0",0.66,-0.0025809142857142
"1199",1199,"P4_NL_42C",94.793942750848,-0.0210739468213152,42.1657166666667,"6/13/22",4,3,"Pad",42,2023-02-25 18:42:15,2023-02-25 18:57:26,"Nutrient","Light","P4_NL",0.92,"0",0.66,-0.013908804902068
"1200",1200,"P5_AD_16C",294.978901666597,-0.0201973930565468,15.9587303370787,"7/12/22",5,16,"Pad",16,2023-02-25 10:06:20,2023-02-25 10:28:50,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0109873818227615
"1201",1201,"P5_AD_20C",270.596446108374,-0.0290663054187193,19.7473513513514,"7/12/22",5,16,"Pad",20,2023-02-25 11:11:26,2023-02-25 11:20:52,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0158120701477833
"1202",1202,"P5_AD_22C",277.995197227997,-0.0309725863515338,21.7587169811321,"7/12/22",5,16,"Pad",22,2023-02-25 11:46:00,2023-02-25 11:59:22,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0168490869752344
"1203",1203,"P5_AD_24C",269.457373308318,-0.0317912257661039,23.7579772727273,"7/12/22",5,16,"Pad",24,2023-02-25 12:24:57,2023-02-25 12:36:05,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0172944268167605
"1204",1204,"P5_AD_26C",266.809188904694,-0.0329243243243244,25.757914893617,"7/12/22",5,16,"Pad",26,2023-02-25 13:04:14,2023-02-25 13:16:10,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0179108324324325
"1205",1205,"P5_AD_28C",259.967533662614,-0.0317780178028659,27.7383965517241,"7/12/22",5,16,"Pad",28,2023-02-25 13:41:53,2023-02-25 13:56:38,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.017287241684759
"1206",1206,"P5_AD_30C",231.68872945253,-0.031618061786483,29.9158723404255,"7/12/22",5,16,"Pad",30,2023-02-25 14:23:40,2023-02-25 14:35:38,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0172002256118468
"1207",1207,"P5_AD_32C",207.909306480836,-0.0314179790940767,32.2035098039216,"7/12/22",5,16,"Pad",32,2023-02-25 15:03:44,2023-02-25 15:16:36,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0170913806271777
"1208",1208,"P5_AD_34C",174.436344795322,-0.034229005847953,33.6122307692308,"7/12/22",5,16,"Pad",34,2023-02-25 15:57:43,2023-02-25 16:04:22,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0186205791812864
"1209",1209,"P5_AD_36C",171.734175072464,-0.034251884057971,35.6516451612903,"7/12/22",5,16,"Pad",36,2023-02-25 16:55:03,2023-02-25 17:02:54,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0186330249275362
"1210",1210,"P5_AD_39C",150.813594301994,-0.0366356125356126,38.7326857142857,"7/12/22",5,16,"Pad",39,2023-02-25 18:07:12,2023-02-25 18:16:11,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0199297732193733
"1211",1211,"P5_AD_42C",107.464328888889,-0.0259260877684407,41.97675,"7/12/22",5,16,"Pad",42,2023-02-25 19:11:32,2023-02-25 19:22:51,"Ambient","Dark","P5_AD",1.796,"0",0.544,-0.0141037917460317
"1212",1212,"P5_AL_16C",327.940901750842,0.0749456517556518,15.8889344262295,"6/24/22",5,13,"Pad",16,2023-02-25 12:22:29,2023-02-25 12:37:47,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0487146736411737
"1213",1213,"P5_AL_20C",302.813169292929,0.105591313131313,20.1707666666667,"6/24/22",5,13,"Pad",20,2023-02-25 13:23:38,2023-02-25 13:38:41,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0686343535353535
"1214",1214,"P5_AL_22C",276.965835935973,0.0883150904203324,21.9674363636364,"6/24/22",5,13,"Pad",22,2023-02-25 13:59:22,2023-02-25 14:13:10,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0574048087732161
"1215",1215,"P5_AL_24C",298.846098403667,0.111013971866603,23.7706136363636,"6/24/22",5,13,"Pad",24,2023-02-25 14:40:04,2023-02-25 14:51:14,"Ambient","Light","P5_AL",1.208,"0",0.65,0.072159081713292
"1216",1216,"P5_AL_26C",327.654736742424,0.12080816226784,25.9781794871795,"6/24/22",5,13,"Pad",26,2023-02-25 15:20:32,2023-02-25 15:30:26,"Ambient","Light","P5_AL",1.208,"0",0.65,0.078525305474096
"1217",1217,"P5_AL_28C",260.47764873403,0.100220778164925,27.9511489361702,"6/24/22",5,13,"Pad",28,2023-02-25 15:53:01,2023-02-25 16:05:00,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0651435058072013
"1218",1218,"P5_AL_30C",242.690455645531,0.0892722383498855,29.9028163265306,"6/24/22",5,13,"Pad",30,2023-02-25 16:25:46,2023-02-25 16:38:17,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0580269549274256
"1219",1219,"P5_AL_32C",237.440887598676,0.0792185892538834,31.843027027027,"6/24/22",5,13,"Pad",32,2023-02-25 17:07:21,2023-02-25 17:16:46,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0514920830150242
"1220",1220,"P5_AL_34C",196.387173961499,0.0584578412215951,34.0352830188679,"6/24/22",5,13,"Pad",34,2023-02-25 17:30:16,2023-02-25 17:43:41,"Ambient","Light","P5_AL",1.208,"0",0.65,0.0379975967940368
